"TDS","NO2+NO3","Ca","Mg","Na","K","Cl","SO4","F","HCO3","pH_GEN","HAR_Total","SAR","WQI","ClassLabel-No"
"2133","68","164","70","475","9","801","238","1","478","6","510","4","4957","1"
"2504","65","108","70","198","2","838","322","1","454","8","787","10","5367","3"
"2522","74","189","37","440","8","880","314","1","546","6","296","4","5317","2"
"2664","85","156","39","528","7","331","253","1","282","8","574","9","4937","1"
"4729","73","78","63","385","5","766","345","1","290","6","539","4","7284","3"
"2926","57","195","64","213","8","811","324","1","394","6","877","7","5883","2"
"4936","51","167","45","189","5","603","232","1","426","6","771","7","7439","1"
"2475","62","150","83","5","4","557","393","1","426","6","757","8","4927","3"
"3972","45","184","61","60","8","254","201","1","200","7","288","3","5284","2"
"4103","60","107","33","297","5","937","206","1","594","7","725","7","7082","3"
"4548","53","150","69","62","8","919","210","1","512","8","198","10","6748","3"
"3412","91","198","88","455","2","335","302","1","465","8","814","8","6179","3"
"2480","89","142","52","515","2","911","328","1","354","6","1105","2","5987","1"
"2084","46","160","36","509","5","583","220","1","600","6","799","7","5056","4"
"4312","70","171","78","48","7","892","248","1","420","6","271","1","6525","3"
"4702","73","80","92","26","9","321","246","1","313","8","943","5","6819","2"
"2791","87","136","76","483","3","547","284","1","366","6","232","6","5018","3"
"3120","55","161","48","391","11","807","315","1","425","8","147","7","5496","1"
"4772","55","80","88","203","2","614","339","1","276","8","496","6","6940","3"
"2812","56","181","54","78","0","949","211","1","554","7","595","1","5499","3"
"4776","56","107","75","145","8","993","384","1","454","6","175","1","7181","2"
"4590","97","103","87","335","9","696","270","1","468","7","1051","8","7722","3"
"2399","98","180","99","260","0","846","268","1","333","8","303","7","4802","1"
"4511","62","180","50","192","3","610","275","1","466","6","232","10","6598","4"
"2416","95","122","96","208","11","894","229","1","332","7","1060","1","5472","2"
"2895","62","117","68","448","1","402","307","1","202","6","1009","8","5526","3"
"3790","74","77","61","391","5","266","208","1","346","6","1099","4","6328","4"
"3756","50","187","63","393","7","410","234","1","278","8","1032","5","6424","1"
"4576","71","148","37","249","7","980","300","1","356","6","152","6","6889","3"
"2201","94","191","96","5","5","676","257","1","453","8","307","7","4301","1"
"2870","65","158","45","127","10","845","374","1","562","6","1016","5","6084","4"
"3523","51","191","37","137","8","309","359","1","501","8","259","6","5390","1"
"3269","74","192","76","480","10","884","253","1","542","8","390","5","6184","3"
"2784","97","148","82","380","4","683","311","1","524","6","676","9","5705","1"
"4189","62","193","93","133","8","838","332","1","349","6","126","8","6338","3"
"3666","66","93","53","214","11","776","330","1","457","8","217","9","5901","2"
"3628","70","149","49","522","5","626","348","1","414","8","378","5","6203","1"
"4541","60","99","36","407","7","905","204","1","420","7","405","9","7101","3"
"2819","99","150","88","2","2","776","340","1","574","8","1059","7","5925","3"
"2422","81","188","45","355","10","692","276","1","527","8","494","8","5107","2"
"3630","46","192","94","109","5","878","325","1","248","6","454","3","5991","3"
"2272","45","103","59","354","0","981","343","1","547","6","362","4","5077","4"
"4058","49","168","31","87","3","406","297","1","231","7","552","7","5897","2"
"3296","95","151","34","382","1","522","274","1","322","8","789","10","5885","1"
"3010","77","196","53","328","4","563","227","1","422","6","654","9","5550","1"
"2696","65","159","39","292","7","837","306","1","448","6","486","5","5347","3"
"2772","87","123","66","259","4","387","212","1","315","8","438","2","4674","3"
"4089","62","131","62","516","11","567","246","1","546","7","884","3","7125","4"
"3061","55","185","74","138","7","319","237","1","234","7","433","1","4752","3"
"4064","89","173","40","389","11","746","396","1","457","7","568","8","6949","2"
"2092","76","144","31","464","9","683","328","1","561","7","949","9","5354","4"
"2405","80","77","42","2","1","874","308","1","414","8","1142","1","5355","2"
"3597","92","162","30","391","7","600","241","1","582","6","899","1","6609","2"
"2555","98","176","80","503","10","309","376","1","564","6","832","9","5519","2"
"2315","48","171","58","356","10","554","229","1","291","6","689","7","4735","3"
"3806","87","104","94","116","7","386","264","1","523","6","317","7","5718","3"
"2075","90","124","70","88","2","812","296","1","269","6","685","6","4524","4"
"3870","81","197","83","496","2","801","306","1","519","7","241","6","6610","2"
"4723","95","186","83","106","6","757","332","1","268","8","468","4","7037","3"
"2264","48","109","32","7","9","280","388","1","579","8","380","3","4108","4"
"2868","92","79","93","303","5","668","380","1","258","8","545","6","5306","2"
"4168","63","178","69","270","10","345","266","1","333","6","1129","9","6847","1"
"2171","72","141","78","511","7","364","243","1","258","7","400","8","4261","3"
"2187","77","97","76","407","1","506","205","1","436","8","355","8","4364","2"
"2459","84","176","63","481","4","816","228","1","346","7","280","8","4953","3"
"2749","57","101","83","225","1","749","388","1","268","8","1043","3","5676","2"
"2585","61","124","45","425","10","525","319","1","384","7","833","3","5322","3"
"2589","88","124","67","105","6","841","349","1","599","8","624","1","5402","4"
"3552","75","107","100","502","6","899","285","1","222","7","300","3","6059","3"
"3311","71","165","69","117","3","365","286","1","426","6","310","7","5137","2"
"4751","45","85","36","274","8","710","368","1","560","6","642","6","7492","2"
"3874","62","139","40","17","10","434","278","1","306","8","148","4","5321","3"
"2983","80","191","90","236","0","325","254","1","490","8","75","3","4736","3"
"2792","88","133","68","325","1","740","349","1","407","6","247","3","5160","3"
"4702","85","200","34","412","7","493","206","1","534","7","513","8","7202","3"
"3718","95","181","53","508","4","704","267","1","594","6","358","2","6491","2"
"4849","58","120","86","64","5","582","308","1","531","6","1059","10","7679","3"
"2760","88","75","33","81","4","851","395","1","564","8","1089","7","5956","3"
"2939","89","120","84","63","0","820","239","1","551","8","1038","6","5958","2"
"2716","52","184","81","318","1","366","367","1","340","8","982","2","5418","2"
"3489","57","87","57","276","2","645","284","1","262","6","712","4","5882","3"
"2636","98","171","100","182","10","964","329","1","258","8","914","4","5675","3"
"4873","68","153","44","161","2","251","370","1","293","6","600","10","6832","1"
"2625","61","96","47","56","5","544","369","1","454","6","725","7","4996","3"
"4157","55","138","81","68","7","403","330","1","253","6","85","7","5591","2"
"3202","87","105","89","31","7","649","276","1","315","7","95","10","4874","2"
"4777","55","153","91","327","6","580","268","1","230","7","418","10","6923","3"
"4968","71","142","54","93","9","519","274","1","202","8","768","2","7111","3"
"2875","94","184","48","228","5","894","291","1","401","7","490","5","5523","4"
"4958","73","84","33","16","10","258","333","1","333","7","546","1","6653","3"
"4425","70","126","85","155","9","550","297","1","554","8","479","4","6763","3"
"3697","59","155","60","81","8","369","207","1","245","6","139","9","5036","4"
"3045","56","106","39","397","8","926","212","1","501","7","54","1","5353","3"
"4129","88","128","40","332","3","980","294","1","533","8","437","7","6980","1"
"4875","92","200","37","415","1","970","240","1","313","7","432","7","7590","3"
"3845","87","166","85","215","3","678","370","1","563","8","336","3","6360","3"
"3116","96","195","50","398","11","393","218","1","379","6","252","9","5124","2"
"2531","97","167","87","341","6","567","270","1","351","6","1098","6","5528","3"
"4816","73","174","43","389","5","713","293","1","596","8","628","2","7741","3"
"4030","80","107","76","430","0","302","220","1","559","7","889","9","6710","2"
"3943","85","148","51","446","7","843","310","1","597","8","736","2","7177","3"
"3968","89","166","70","2","7","791","248","1","361","8","171","6","5888","2"
"2123","57","154","96","323","6","947","361","1","586","6","449","10","5119","3"
"4568","82","129","66","240","6","894","214","1","354","8","823","9","7394","3"
"3589","53","95","52","199","7","457","297","1","363","6","300","9","5428","3"
"3910","70","77","98","193","6","468","274","1","368","8","407","3","5883","2"
"2285","59","161","60","166","3","726","357","1","585","8","671","1","5083","3"
"2449","95","153","62","124","5","894","267","1","513","7","253","1","4824","1"
"2283","58","87","47","56","8","770","276","1","312","6","1073","10","4987","3"
"3896","63","188","85","399","1","766","220","1","202","8","589","9","6427","4"
"4716","92","158","83","476","3","531","344","1","536","7","669","6","7622","3"
"3406","50","185","81","113","11","625","327","1","520","8","144","5","5476","4"
"2549","94","117","60","467","9","739","275","1","573","7","820","4","5715","2"
"4102","80","167","96","52","11","283","314","1","316","7","120","10","5559","2"
"4167","86","175","64","153","2","791","279","1","365","8","546","8","6645","4"
"3104","46","161","46","214","11","819","373","1","316","6","155","4","5256","1"
"3431","87","107","55","492","8","599","251","1","310","7","257","4","5609","1"
"4136","74","166","66","281","9","531","312","1","598","7","243","9","6433","3"
"4447","67","157","83","165","5","523","390","1","411","6","166","3","6424","2"
"2704","78","125","99","326","6","786","283","1","460","8","110","3","4989","3"
"4964","45","190","64","48","10","344","269","1","463","8","148","9","6563","4"
"2072","96","118","74","421","8","650","358","1","372","8","836","5","5019","1"
"2933","71","94","91","456","11","495","379","1","317","6","596","4","5454","3"
"2172","70","102","72","506","0","664","306","1","239","7","921","4","5064","2"
"4586","71","122","54","74","11","588","283","1","506","6","980","6","7288","3"
"4562","74","200","41","305","6","390","201","1","416","8","788","10","7002","2"
"4244","67","189","39","224","0","302","279","1","493","7","116","9","5970","2"
"2599","66","96","48","29","9","551","268","1","415","6","173","7","4268","2"
"4579","79","101","39","76","8","522","218","1","200","7","727","2","6559","3"
"2109","62","125","47","528","6","783","259","1","288","8","931","8","5155","4"
"2731","83","86","75","322","3","278","205","1","514","7","439","7","4751","3"
"4671","69","78","58","302","2","293","285","1","449","8","696","1","6913","3"
"3259","80","96","94","152","11","619","399","1","210","8","729","7","5665","4"
"4311","70","178","75","280","4","563","212","1","473","7","817","1","6992","4"
"2244","83","136","89","423","5","406","284","1","278","7","125","10","4091","1"
"3735","95","114","74","49","8","505","321","1","314","8","1060","5","6289","4"
"3228","96","110","48","29","3","515","219","1","578","6","1140","7","5980","2"
"2696","51","155","38","50","9","607","341","1","240","6","836","5","5035","3"
"2727","45","127","31","80","10","680","331","1","241","7","321","3","4604","3"
"3468","47","143","66","50","1","383","244","1","439","7","616","1","5466","2"
"2081","67","145","94","161","4","537","362","1","305","7","373","9","4146","4"
"4129","89","125","54","48","2","258","362","1","381","7","282","8","5746","3"
"3465","63","198","51","298","2","737","378","1","490","7","117","10","5817","2"
"4861","50","95","55","486","3","831","227","1","534","7","93","10","7253","3"
"2468","63","102","59","51","9","435","303","1","429","8","765","10","4703","3"
"4497","49","166","67","146","5","641","390","1","527","6","662","6","7163","2"
"3472","65","179","91","175","9","422","337","1","231","7","163","3","5155","3"
"4084","64","140","79","98","2","833","215","1","256","6","523","4","6305","2"
"4035","49","103","92","128","5","450","240","1","500","6","253","5","5867","4"
"4360","50","193","46","516","8","637","304","1","314","6","387","7","6829","1"
"2957","59","89","84","52","4","755","252","1","573","7","708","9","5550","3"
"3645","61","140","40","221","5","488","304","1","598","8","573","6","6090","1"
"4541","61","117","83","74","8","546","332","1","229","7","516","2","6517","3"
"3933","53","175","68","51","10","692","311","1","475","8","1093","8","6878","2"
"2896","93","104","37","202","6","328","357","1","446","6","984","4","5464","3"
"2636","98","111","55","155","4","880","268","1","527","8","510","6","5259","1"
"2748","84","192","55","225","2","258","311","1","259","8","67","7","4217","3"
"2637","61","113","55","15","11","913","360","1","347","8","738","1","5260","2"
"3196","70","174","74","77","9","691","220","1","563","6","170","10","5261","1"
"4927","70","199","40","182","0","863","268","1","273","6","620","9","7458","2"
"4263","71","97","54","170","1","874","298","1","561","7","858","7","7262","2"
"3758","74","99","74","64","0","682","240","1","416","7","125","8","5548","2"
"2008","53","181","71","319","4","722","303","1","203","6","177","8","4056","3"
"4498","91","118","96","294","1","954","296","1","314","7","436","4","7110","2"
"4990","95","191","57","209","2","799","275","1","491","8","562","9","7689","4"
"4131","55","190","47","355","2","537","342","1","444","8","867","4","6983","3"
"4064","49","91","64","154","2","269","218","1","238","7","837","8","6002","1"
"2429","79","192","79","500","10","532","352","1","533","7","293","10","5017","3"
"4687","58","103","91","390","8","494","300","1","415","8","1143","3","7701","4"
"3043","82","124","75","372","6","611","333","1","543","7","844","4","6045","3"
"3778","54","116","77","427","8","729","239","1","215","6","892","4","6546","2"
"3959","92","119","42","15","7","940","338","1","228","8","84","8","5841","2"
"3024","80","119","83","192","7","343","307","1","401","6","189","2","4754","4"
"2058","62","128","42","417","3","688","355","1","337","8","769","9","4877","3"
"3623","85","163","76","202","0","311","212","1","502","8","697","2","5882","3"
"2625","84","162","78","481","10","311","395","1","509","6","200","1","4863","2"
"4803","87","137","76","194","3","489","210","1","501","7","192","8","6708","3"
"3681","59","189","91","261","5","953","356","1","470","8","926","2","7002","1"
"3868","77","160","79","204","3","964","362","1","532","8","515","7","6780","1"
"4181","50","101","74","294","0","550","277","1","385","8","1113","9","7043","4"
"4122","82","117","74","294","9","572","232","1","573","6","171","10","6263","4"
"3630","49","161","99","282","10","510","399","1","267","6","125","2","5541","2"
"2102","90","85","85","211","6","668","322","1","577","6","1103","2","5258","1"
"4048","73","178","89","257","9","361","250","1","579","7","233","10","6095","2"
"4479","83","89","100","192","6","345","222","1","218","8","783","7","6533","4"
"3089","73","197","94","444","11","948","233","1","405","7","179","2","5683","2"
"3751","66","163","51","370","10","314","244","1","250","7","680","4","5911","2"
"2677","64","196","88","282","9","505","321","1","346","7","305","8","4809","4"
"2480","65","165","84","88","5","352","248","1","579","8","396","1","4472","4"
"3694","51","83","40","63","9","500","355","1","511","6","435","1","5749","3"
"3076","66","196","49","386","8","335","311","1","292","6","236","7","4969","3"
"4992","65","105","31","470","5","455","348","1","355","8","832","3","7670","2"
"4074","53","86","42","92","4","685","344","1","371","8","40","3","5803","3"
"2614","93","92","45","525","5","541","384","1","294","8","1145","10","5757","1"
"3275","70","108","73","56","0","438","338","1","338","8","1027","2","5734","3"
"3813","68","129","97","66","3","818","247","1","268","8","99","9","5626","3"
"4796","77","86","55","342","9","267","363","1","575","8","226","2","6807","3"
"3350","90","198","38","331","10","824","307","1","384","6","765","1","6305","1"
"4773","77","153","85","442","2","495","225","1","258","6","539","3","7059","3"
"3912","54","86","77","188","11","963","220","1","473","7","1009","9","7010","3"
"2248","53","99","78","54","9","591","321","1","516","8","990","6","4974","3"
"3417","61","131","87","388","2","961","226","1","319","8","789","10","6400","3"
"3623","73","173","32","402","2","282","349","1","514","8","280","5","5744","2"
"2724","49","124","43","422","11","422","256","1","400","7","557","4","5020","4"
"3729","60","144","84","13","11","365","243","1","331","7","1060","2","6050","3"
"4669","56","139","69","240","7","446","242","1","369","7","713","6","6964","1"
"4635","94","184","99","302","1","632","233","1","319","6","333","9","6848","3"
"4701","48","152","67","32","7","420","213","1","344","8","113","3","6109","4"
"3738","60","150","81","442","2","611","320","1","267","7","903","6","6588","4"
"2405","71","175","88","342","4","711","267","1","207","8","827","5","5111","4"
"3557","75","144","67","271","10","882","209","1","389","8","144","9","5766","4"
"4615","76","87","52","63","4","265","327","1","428","8","1137","1","7064","3"
"4671","60","149","92","502","8","506","232","1","338","8","98","9","6674","3"
"3141","76","120","41","479","4","520","284","1","428","8","399","9","5510","3"
"4137","52","155","40","478","2","313","360","1","407","6","66","3","6020","3"
"3529","73","158","48","185","3","382","380","1","291","7","380","3","5440","3"
"3439","92","142","86","439","11","857","362","1","470","7","325","3","6234","2"
"2099","65","105","58","176","0","597","213","1","351","6","536","5","4212","4"
"3771","88","180","54","6","1","338","220","1","218","6","928","5","5816","3"
"4302","78","158","77","211","11","930","383","1","554","6","963","5","7679","4"
"3603","100","75","36","375","5","878","202","1","408","6","236","7","5932","4"
"3153","50","90","35","104","9","538","385","1","315","8","1094","7","5789","4"
"2903","100","134","35","145","3","655","250","1","301","6","714","9","5256","4"
"3227","75","108","93","473","0","618","371","1","513","8","89","3","5579","3"
"3610","54","147","82","84","0","311","265","1","275","6","484","2","5321","2"
"2176","83","131","79","32","6","274","207","1","551","8","699","8","4255","4"
"4695","88","195","75","131","5","715","386","1","406","6","531","5","7239","2"
"4048","87","155","75","473","1","507","245","1","513","8","294","5","6412","2"
"3218","97","138","33","38","8","606","319","1","574","7","812","5","5856","3"
"4969","99","176","98","427","2","335","311","1","442","8","219","3","7090","3"
"4170","87","84","64","190","11","973","344","1","297","6","469","9","6705","3"
"4359","79","188","76","422","3","576","285","1","556","7","718","1","7271","3"
"2523","88","129","62","146","11","438","389","1","217","7","626","1","4638","3"
"4745","91","105","51","446","1","498","206","1","486","6","424","5","7065","3"
"2097","100","188","48","395","0","990","273","1","465","8","52","10","4627","4"
"2881","65","142","86","130","4","649","321","1","276","7","453","5","5020","3"
"2817","69","136","51","366","8","276","272","1","300","8","1069","2","5375","3"
"2304","65","96","67","318","11","518","287","1","530","7","590","5","4799","1"
"4476","77","169","55","411","0","796","265","1","408","8","438","4","7108","1"
"2367","77","154","64","290","0","797","372","1","379","8","392","2","4903","3"
"3508","84","186","49","284","8","430","319","1","257","8","425","7","5566","4"
"3486","56","85","100","472","9","976","400","1","336","6","646","4","6577","4"
"3473","56","123","51","85","8","424","229","1","402","6","448","7","5313","4"
"3617","66","181","40","245","5","984","292","1","593","6","1007","3","7040","1"
"2359","68","138","34","444","3","800","200","1","441","8","1136","2","5634","3"
"4813","75","168","72","368","1","767","286","1","229","8","218","9","7015","3"
"4491","65","110","93","405","0","987","331","1","201","6","455","8","7153","4"
"4374","71","108","32","369","3","659","218","1","261","7","776","3","6882","1"
"3602","61","94","70","324","0","537","214","1","237","8","70","9","5227","2"
"2693","67","130","68","236","5","772","213","1","590","6","194","2","4977","1"
"2699","84","112","73","202","5","255","220","1","522","6","1014","9","5202","2"
"2179","67","180","73","344","6","530","293","1","366","8","166","3","4216","1"
"4317","45","146","85","11","4","489","400","1","401","6","1127","4","7036","3"
"3801","68","195","34","294","5","266","212","1","335","8","864","9","6092","2"
"2262","58","187","91","274","0","773","342","1","213","8","549","10","4768","2"
"3928","90","117","43","475","8","422","340","1","322","7","102","4","5859","2"
"2752","84","105","86","471","4","261","276","1","495","8","169","10","4722","3"
"3320","51","166","47","59","4","512","390","1","356","7","306","9","5228","4"
"2342","73","116","59","96","8","276","329","1","311","8","476","3","4098","3"
"2295","73","91","30","256","7","843","398","1","353","8","456","3","4814","4"
"3054","68","89","90","182","11","723","356","1","244","8","1139","1","5966","2"
"3921","46","153","37","331","0","665","218","1","528","7","345","5","6257","2"
"3201","81","113","78","252","9","493","316","1","326","8","885","3","5766","3"
"4078","98","75","94","500","1","677","210","1","454","6","433","4","6631","3"
"2875","99","85","56","380","10","278","355","1","438","8","931","9","5525","4"
"4559","96","197","88","454","11","928","390","1","509","8","132","7","7380","2"
"2795","100","145","71","480","7","946","203","1","280","6","989","4","6027","3"
"3283","86","144","83","367","5","588","381","1","292","8","527","7","5772","4"
"3675","85","185","44","368","9","464","377","1","380","8","1020","7","6623","2"
"3629","69","122","71","39","2","335","321","1","399","7","1088","4","6087","3"
"2421","66","143","74","31","11","573","380","1","562","6","700","2","4970","4"
"2006","84","136","33","375","11","783","309","1","391","6","846","3","4984","3"
"2642","50","172","38","178","5","638","336","1","546","7","499","3","5115","4"
"4377","71","180","33","110","10","629","340","1","270","7","935","9","6972","3"
"4416","92","184","34","182","3","653","371","1","463","8","290","5","6702","3"
"4485","94","175","73","211","11","658","203","1","239","7","823","9","6989","4"
"2368","88","185","54","359","6","823","266","1","339","7","176","5","4677","3"
"4705","67","93","52","461","0","334","222","1","282","6","1066","8","7297","3"
"2912","53","90","66","288","11","742","375","1","567","8","303","4","5420","4"
"3864","79","125","71","387","2","892","236","1","508","6","75","9","6255","4"
"2252","84","110","59","167","1","420","366","1","521","6","492","4","4483","3"
"3810","58","115","75","114","11","916","387","1","388","7","669","6","6557","1"
"2496","76","112","80","9","3","293","290","1","270","7","585","2","4224","2"
"3478","74","177","42","384","11","364","370","1","305","8","129","8","5351","3"
"2007","71","114","39","198","1","899","379","1","410","6","823","3","4951","2"
"2724","83","116","81","3","5","566","288","1","534","7","1044","5","5457","2"
"3339","77","165","56","94","6","956","230","1","421","6","1082","9","6442","3"
"3804","63","116","58","423","6","411","226","1","378","7","1024","1","6518","3"
"3758","85","168","99","39","8","447","340","1","399","6","1012","7","6369","2"
"3219","57","79","83","229","0","654","341","1","415","7","92","7","5184","3"
"2718","69","96","82","187","7","282","295","1","330","8","379","7","4461","4"
"2482","66","192","42","288","4","271","212","1","224","6","841","1","4630","2"
"4124","47","108","52","41","7","363","355","1","418","8","528","5","6057","4"
"2278","67","109","92","383","0","341","209","1","449","8","353","4","4294","2"
"2070","52","173","83","6","6","866","320","1","480","7","1078","9","5151","4"
"4345","55","142","82","74","5","537","256","1","293","7","107","8","5912","3"
"4625","54","125","85","132","1","647","295","1","287","7","112","7","6378","3"
"2118","58","103","86","43","7","367","377","1","434","8","573","10","4185","4"
"2829","98","86","54","221","6","986","358","1","546","7","1037","2","6231","3"
"2015","87","75","71","524","4","302","336","1","576","7","420","2","4420","3"
"3935","97","168","55","324","4","375","317","1","361","6","660","4","6307","3"
"4636","93","106","89","72","1","588","349","1","439","8","850","10","7242","4"
"2226","62","121","71","74","5","653","310","1","582","8","983","1","5097","1"
"2545","99","112","100","238","0","262","373","1","225","8","959","1","4923","3"
"3168","51","156","98","119","6","484","331","1","261","7","336","8","5026","3"
"3482","68","116","67","508","11","720","207","1","259","7","281","6","5733","3"
"2864","63","179","83","276","11","856","227","1","343","6","626","3","5538","4"
"3049","71","198","66","360","3","532","331","1","282","7","970","5","5875","4"
"4708","83","98","58","220","0","842","206","1","219","6","911","2","7354","4"
"4250","48","155","85","260","3","508","361","1","516","7","451","5","6650","3"
"2082","98","152","64","293","9","931","300","1","365","8","385","9","4697","3"
"3450","56","147","42","412","4","323","331","1","382","7","781","4","5940","1"
"3744","67","153","90","130","11","643","366","1","549","6","758","5","6523","3"
"2686","55","198","95","104","11","344","286","1","321","6","1149","6","5262","4"
"4679","88","145","46","356","3","636","333","1","331","6","582","2","7208","4"
"3514","76","135","59","69","0","1000","275","1","245","7","738","7","6126","4"
"3985","87","116","83","470","4","973","236","1","360","6","89","2","6412","3"
"3558","69","165","44","389","6","382","295","1","463","8","534","6","5920","4"
"3395","83","165","39","224","8","812","348","1","581","7","677","8","6348","3"
"4016","95","180","45","424","3","620","295","1","212","8","470","8","6377","3"
"3358","90","75","94","355","2","267","258","1","255","7","386","8","5156","3"
"4335","77","83","47","526","4","740","249","1","515","7","1108","4","7696","2"
"2670","62","94","35","493","11","360","347","1","228","7","797","9","5114","2"
"2924","47","166","89","147","2","259","254","1","273","6","454","3","4625","3"
"3497","85","119","82","341","5","756","340","1","358","7","354","10","5955","2"
"3073","92","141","97","100","11","963","289","1","539","6","640","2","5954","3"
"2917","48","164","88","333","2","966","344","1","370","6","300","3","5542","3"
"4799","61","100","71","34","8","685","328","1","450","7","229","6","6779","2"
"3362","64","128","74","226","10","792","306","1","332","8","1050","5","6358","1"
"4595","46","100","78","390","4","564","318","1","515","7","482","1","7101","2"
"4653","55","138","87","508","3","907","298","1","261","8","204","5","7128","3"
"3506","46","171","79","337","6","714","282","1","554","6","435","2","6139","3"
"3479","71","197","97","402","4","436","369","1","544","6","423","9","6038","1"
"3279","88","91","83","182","6","411","210","1","386","8","1043","5","5793","3"
"4608","81","90","58","223","8","970","312","1","504","8","858","8","7729","3"
"3672","86","78","55","28","4","446","303","1","501","7","453","1","5635","4"
"3128","56","184","80","399","0","934","365","1","238","8","585","4","5982","2"
"3982","84","155","80","315","10","632","394","1","218","6","1149","5","7031","2"
"4196","85","150","74","169","3","755","295","1","548","6","962","1","7245","1"
"3914","58","199","76","487","7","961","380","1","367","8","885","9","7352","4"
"2625","82","158","36","464","1","318","387","1","418","6","695","7","5198","4"
"4919","78","78","85","412","1","610","279","1","478","8","1105","1","8055","4"
"4856","99","96","89","395","8","262","303","1","386","6","476","8","6985","1"
"3545","77","110","73","273","4","287","207","1","514","8","151","4","5254","3"
"3067","84","75","57","64","11","434","259","1","208","6","373","4","4643","3"
"4355","81","94","79","177","1","268","234","1","555","6","430","4","6285","4"
"4485","82","147","54","370","11","794","358","1","368","6","430","1","7107","4"
"4163","51","137","74","130","6","406","314","1","350","7","1130","2","6771","3"
"2085","80","100","53","48","5","537","382","1","567","6","754","4","4622","2"
"2989","99","176","36","108","1","406","315","1","309","6","207","7","4660","3"
"4337","48","169","89","17","2","951","218","1","381","8","381","4","6606","2"
"4931","99","137","36","434","5","273","371","1","228","7","816","9","7347","2"
"2638","75","163","99","395","1","652","240","1","310","6","274","10","4864","3"
"4075","57","171","49","14","6","976","327","1","569","7","260","2","6514","3"
"4888","65","75","40","518","0","480","277","1","338","8","111","1","6802","2"
"3389","90","198","75","486","1","563","257","1","480","6","695","9","6250","3"
"3658","56","174","50","442","10","978","318","1","453","8","433","10","6591","3"
"4363","68","101","49","73","1","264","221","1","326","8","1120","5","6600","3"
"4887","82","125","46","477","8","614","304","1","242","6","408","10","7210","4"
"4489","52","134","47","471","10","353","212","1","240","7","620","3","6639","1"
"4022","59","187","84","222","5","981","394","1","567","6","814","3","7345","4"
"4220","100","138","69","446","7","574","316","1","418","8","952","3","7252","2"
"2471","89","75","87","144","10","610","334","1","374","8","716","2","4921","2"
"2089","95","175","59","71","1","838","355","1","247","8","1122","4","5065","1"
"4122","68","172","80","352","4","513","214","1","591","6","227","3","6353","3"
"3487","62","153","70","93","6","684","300","1","366","7","238","2","5469","4"
"3016","62","181","69","165","6","823","307","1","305","6","506","9","5456","2"
"3450","49","118","48","326","7","282","263","1","285","6","273","9","5117","4"
"4338","61","190","42","381","1","262","364","1","561","6","246","7","6460","4"
"2291","91","139","39","490","5","965","313","1","595","6","166","2","5103","2"
"4407","82","84","67","4","4","995","322","1","525","6","1064","2","7563","1"
"2428","57","110","88","511","10","450","400","1","365","8","413","7","4848","3"
"2201","88","140","54","194","10","820","283","1","592","8","957","7","5355","4"
"2345","77","107","76","2","1","972","242","1","489","8","723","7","5050","4"
"3816","66","149","34","222","0","331","241","1","570","8","876","10","6324","4"
"3976","87","120","37","357","9","583","325","1","346","8","921","10","6780","2"
"3770","66","145","49","288","9","584","226","1","215","8","622","1","5984","3"
"3992","92","143","32","403","3","340","261","1","333","6","569","4","6179","4"
"2724","81","124","79","141","7","598","294","1","340","8","1022","8","5427","4"
"4445","79","139","75","521","6","416","283","1","302","7","779","3","7056","2"
"4061","63","91","64","177","6","900","265","1","438","7","961","9","7043","3"
"2721","62","189","50","262","6","785","394","1","449","7","943","8","5877","3"
"3421","90","172","49","107","3","957","242","1","414","7","98","10","5571","4"
"4342","65","99","66","370","7","748","334","1","536","7","837","5","7417","3"
"4242","57","179","50","206","7","455","227","1","385","7","114","9","5939","2"
"4668","99","189","73","5","5","412","392","1","508","7","390","5","6754","3"
"3965","46","105","46","12","6","744","286","1","270","7","697","2","6187","3"
"3836","54","133","60","468","2","480","397","1","600","6","548","1","6586","2"
"4137","52","97","30","167","11","472","360","1","521","7","459","1","6315","4"
"3529","81","101","66","241","3","574","214","1","416","7","887","2","6122","4"
"2466","46","177","64","127","2","713","214","1","544","6","992","10","5362","4"
"4490","99","199","45","273","9","320","252","1","333","6","895","5","6927","3"
"2176","78","153","77","17","2","852","307","1","498","7","73","10","4251","3"
"2533","56","170","61","196","8","636","238","1","386","8","886","6","5185","3"
"3042","46","141","40","67","3","440","348","1","506","6","674","7","5321","3"
"2391","89","102","87","38","4","289","389","1","397","7","256","7","4057","3"
"2870","67","93","30","397","5","451","249","1","323","8","661","8","5163","4"
"4996","92","78","65","4","11","766","340","1","251","7","602","4","7217","3"
"4826","57","117","70","204","5","837","224","1","440","7","163","8","6959","2"
"3412","63","79","60","477","1","639","388","1","246","7","855","8","6236","1"
"4713","89","167","92","194","10","732","270","1","339","8","427","10","7052","1"
"4646","50","144","45","349","11","510","235","1","591","6","1001","8","7597","3"
"2038","74","120","61","409","5","275","263","1","321","6","586","5","4164","2"
"3099","76","144","74","337","6","814","224","1","414","7","610","2","5808","1"
"4264","49","174","49","454","6","368","227","1","334","8","67","9","6010","3"
"3001","92","189","71","369","1","451","260","1","414","8","498","9","5364","2"
"3470","45","75","88","67","2","979","363","1","298","8","435","7","5838","1"
